,Player,Team,GP,GS,Min,PTS,PM_2,PA_2,P2proc,PM_3,PA_3,P3proc,FTM,FTA,FTAproc,OR,DR,TR,AST,STL,TO,BLK,BLKA,FC,FD,PIR
546,D. DIAMANTIDISDIMITRIS DIAMANTIDIS,PAO,278,228,28,9,1.3,2.5,53.9,1.3,3.6,37.5,2.3,2.9,79.5,0.6,2.9,3.5,4.5,1.6,2.4,0.4,0.2,2.3,3.6,13.7
547,J. LOYDJORDAN LOYD,"VBC, CZV, ZEN, ASM",104,87,25,13.7,2.8,5.6,49.5,1.7,4.7,35.4,3.1,3.6,87.1,0.4,2.6,3,3.1,1.1,1.8,0.1,0.3,2.8,4.1,13.7
548,V. MICICVASILIJE MICIC,"BAY, CZT, ZAL, EFS",229,155,27,13.1,2.8,5.2,53.7,1.7,4.6,36.4,2.5,3,84.2,0.3,2.1,2.4,4.8,1,2.7,0.1,0.5,2.4,3.9,13.8
549,N. KRSTICNENAD KRSTIC,"PAR, CSK, EFS",132,72,22,11.7,4.2,7.4,56.2,0,0.1,50,3.2,4.4,73.5,1.5,2.9,4.5,0.8,0.4,1.1,0.6,0.3,2.2,4,13.9
550,F. OBERTOFABRICIO OBERTO,"BKN, VBC",59,50,27,11.4,5,8.1,62.3,0,0,0,1.3,3.1,42.3,2.4,4.1,6.5,1.5,1.4,1.8,0.5,0.2,3.6,3.1,13.9
551,A. OKULAJAADEMOLA OKULAJA,"FCB, UNI, BRO",52,42,27,11.2,3.4,6.4,52.7,0.9,2.6,33.8,1.8,3.2,56.2,2.3,4.5,6.8,1.5,1.3,1.6,0.3,0.4,1.9,3,13.9
552,T. MCINTYRETERRELL MCINTYRE,"MPS, UNI",69,64,28,13.3,1.8,3.5,52.3,2.5,6.4,38.5,2.2,2.4,90.4,0.5,1.5,2,4.5,1.9,2.3,0,0.3,2,2.8,14
553,D. VANTERPOOLDAVID VANTERPOOL,"MPS, CSK",75,50,27,11.1,3,6.2,48.1,0.5,1.9,28.4,3.6,4.4,80.8,1.3,3.1,4.4,3.3,2.1,2.4,0,0.4,2.9,4.2,14
554,M. GOREEMARCUS GOREE,"FRA, MAC, TRE, CSK",119,103,29,11.3,3.6,7.4,49.3,0.7,1.9,36.6,1.9,3.1,62.3,2.1,4.1,6.1,1.3,1.1,1.3,1,0.4,1.9,3.2,14.1
555,L. SIKMALUKE SIKMA,"BER, OLY",122,112,24,8.7,2.6,4.9,54.6,0.7,1.9,35.8,1.4,1.9,73.8,1.8,4.1,5.9,4.2,1,2.3,0.3,0.3,2.4,3.1,14.2
556,L. SCOLALUIS SCOLA,"BKN, AXM",172,110,24,13.4,5.2,9,57.3,0.1,0.5,31.6,2.7,4,67,1.8,3.6,5.4,1.6,1.1,2.1,0.4,0.5,3.3,3.7,14.3
557,W. SOLOMONWILLIE SOLOMON,"EFS, MAC, FBU",82,79,31,15.3,3,5.7,52.4,2.1,5.6,37,3,3.7,80.6,0.4,2.2,2.6,3.2,1.9,3.1,0.2,0.4,2.8,4.5,14.4
558,G. AYONGUSTAVO AYON,"RMB, ZEN",167,117,21,9.9,4.3,6.8,63.5,0,0,0,1.2,2,58.7,2,3.8,5.8,2.4,1.2,1.6,0.7,0.3,2.6,2.3,14.4
559,B. DUBLJEVICBOJAN DUBLJEVIC,VBC,114,86,22,11.9,3,5.4,56.1,1.3,3.2,38.6,2.1,2.5,83.2,1.9,3.6,5.4,1.7,0.7,1.8,0.2,0.4,1.8,3.5,14.5
