,Player,Team,GP,GS,Min,PTS,PM_2,PA_2,P2proc,PM_3,PA_3,P3proc,FTM,FTA,FTAproc,OR,DR,TR,AST,STL,TO,BLK,BLKA,FC,FD,PIR
202,I. PAPAPETROUIOANNIS PAPAPETROU,"OLY, PAR, PAO",257,151,22,7.6,1.9,3.7,52.1,0.9,2.8,33.8,0.9,1.3,69.9,0.7,2.4,3.1,1.1,0.5,0.9,0.3,0.2,1.9,1.6,7.1
203,D. MOSSDAVID MOSS,"MPS, EA7",115,88,24,7.6,1.6,3.1,49.4,1.2,3,38.4,1,1.2,82.4,0.9,2.3,3.2,1.4,0.9,1.1,0.2,0.2,2.9,1.7,7.1
204,M. SONKOMOUSTAPHA SONKO,"UNI, RMD",78,48,25,7.5,1.4,3.1,46.1,0.9,2.8,33.2,1.8,2.1,83.7,0.6,1.7,2.3,2.2,0.9,1.8,0.3,0.1,2.9,2.6,7.1
205,F. CAUSEURFABIEN CAUSEUR,"CHO, LBO, BRO, RMB",304,191,19,7.4,1.8,3.2,55.6,1,2.4,39.1,1,1.4,72.8,0.4,1.5,1.9,1.6,0.6,1.2,0.1,0.2,1.8,1.9,7.2
206,K. PEKERKAYA PEKER,"BKN, EFS, FBU",189,102,17,6.1,2.3,4.5,50.1,0,0.1,30,1.6,2.8,55.9,1.3,2.7,4.1,0.7,0.9,1.3,0.5,0.3,2.6,2.6,7.2
207,P. FEMERLINGPATRICK FEMERLING,"OLY, FCB, PAO, BER",100,22,15,5.2,1.7,3,56.3,0,0,33.3,1.8,2.5,72.1,1.3,2.2,3.5,0.4,0.5,1.1,0.7,0.1,2.1,2.2,7.2
208,Y. HALPERINYOTAM HALPERIN,"LJU, MAC, OLY",157,78,18,6.3,1.4,2.5,54.8,0.8,1.9,41.8,1.2,1.4,85.1,0.3,1.3,1.6,1.8,0.9,1,0.1,0.1,1.4,1.4,7.2
209,F. PIETRUSFLORENT PIETRUS,"PAU, UNI, VBC, CLA",122,56,19,5.2,1.6,3,54.7,0.1,0.5,26.2,1.6,2.2,72.2,1.5,2.7,4.3,0.5,0.9,1.3,0.6,0.2,2.4,1.9,7.2
210,A. JACKSONAARON JACKSON,"BIL, CSK, MTA",178,101,19,6.2,1.7,2.9,56.4,0.6,1.7,36.7,1,1.3,76.2,0.4,1.4,1.8,2.6,0.7,1.2,0,0.3,1.7,1.7,7.2
211,L. BOGDANOVICLUKA BOGDANOVIC,"PAR, LMS, CJB",71,27,20,8,1.4,3.1,44.5,1.4,3.4,41.2,1.1,1.3,82.8,0.8,2.5,3.2,0.9,0.5,1.1,0.1,0.1,1.5,1.1,7.2
212,D. MARKOTADAMIR MARKOTA,"ZAL, CIB, UOL, BJK, BRO",90,48,20,6.7,1.7,3.2,53.5,0.8,2.7,28.1,1,1.4,73.2,1.2,3,4.2,1.1,0.5,1.4,0.2,0.3,1.4,1.3,7.2
213,D. BLUDAVID BLU,"TRE, FOR, LMS, MAC",181,50,22,9.1,1.7,3.4,50.8,1.6,3.9,41.1,0.9,1.1,83.3,0.8,2,2.8,0.8,0.5,0.9,0.1,0,2.1,1.1,7.2
214,P. SHUMPERTPRESTON SHUMPERT,"MIL, FOR, TRE, EFS, GSL",65,23,22,8.7,2.2,4.6,48.3,1.1,3.1,36.8,0.9,1.2,75,0.7,1.8,2.5,1,0.9,1.1,0.1,0.3,1.4,1.5,7.2
215,S. JASAITISSIMAS JASAITIS,"MAC, BKN, CJB, LIE, LOK",103,68,22,7.8,1.5,2.5,58.5,1.3,3.4,38.9,0.9,1,81.5,1.1,1.9,3.1,0.7,0.7,0.7,0.1,0.1,2,1.1,7.2
216,J. CARROLLJAYCEE CARROLL,RMD,274,46,16,9.5,1.8,3.3,54.4,1.6,3.8,42.1,1.1,1.2,91.2,0.4,1.1,1.6,0.6,0.3,0.7,0.1,0.3,1.6,1.5,7.3
217,G. GALANDAGIACOMO GALANDA,"FOR, MPS, MIL",107,71,21,7.8,1.8,3.4,53.2,1.1,2.7,39.9,1,1.3,77,1.2,2.8,4,0.8,0.9,1.4,0.3,0.2,3.2,1.7,7.3
218,A. DIGBEUALAIN DIGBEU,"FCB, RMD, FOR",49,15,19,7,1.1,2.1,51.5,1.1,3.2,33.3,1.6,2.1,78.4,0.7,1.9,2.6,1.1,1,1.3,0.4,0.1,2.3,2.5,7.3
219,N. ZISISNIKOS ZISIS,"AEK, TRE, CSK, MPS, UNK, FBU, BRO",310,176,22,6.9,1.8,3.8,47,0.6,1.9,31.2,1.6,2,79,0.3,1.7,2.1,2.9,0.6,1.3,0,0.2,2.2,2.4,7.4
220,M. SORAGNAMATTEO SORAGNA,TRE,59,41,26,7.6,1.7,3.3,50.5,1.1,2.9,37,1.1,1.4,74.1,0.2,2.3,2.5,1.7,1,1.3,0.1,0.1,2.3,2.1,7.4
221,T. RUZICTOMISLAV RUZIC,"ZAD, CIB, ASV",53,25,20,7.4,2.8,5,55.1,0.3,0.6,42.4,1.1,1.5,74.7,1.4,2.6,3.9,0.5,0.5,0.9,0.3,0.2,2.7,1.5,7.4
222,O. KUZMICOGNJEN KUZMIC,"UNI, PAO, RMB, CZV",168,136,14,5.1,2.1,3.7,55,0,0,0,1,1.5,66.8,1.9,2.5,4.4,0.5,0.5,0.7,0.3,0.3,1.6,1.4,7.5
223,P. KOPONENPETTERI KOPONEN,"KHI, FCB, BAY",155,37,19,8.3,1.3,2.7,46.6,1.6,3.5,46.2,0.9,1,90.1,0.2,1.3,1.5,1.8,0.4,1,0,0.2,1.6,1.7,7.5
224,K. KURICKYLE KURIC,FCB,159,35,18,8,1.2,2.4,51.6,1.5,3.4,44.8,1.1,1.2,91.2,0.6,1.3,1.8,0.7,0.6,0.6,0.1,0.1,1.3,1.4,7.5
225,B. UDRIHBENO UDRIH,"LJU, MAC, ZAL",69,25,22,7.5,2.3,4.3,52.2,0.5,1.6,30,1.6,2.1,73.3,0.4,1.6,2,2.4,1.2,1.7,0.1,0.2,2.1,2.1,7.5
226,K. KAIMAKOGLOUKOSTAS KAIMAKOGLOU,"MAR, PAO, UNK",85,48,21,6.5,1.3,2.7,49.1,0.9,2.4,36.1,1.3,1.7,75.3,0.9,2.6,3.5,1.5,0.7,1.1,0.2,0.2,1.9,1.6,7.5
227,R. UKICROKO UKIC,"BKN, FCB, ROM, FBU, PAO, CED",154,106,23,8.6,2.4,5.2,45.5,0.9,2.8,30.7,1.2,1.7,73,0.5,1.5,2.1,2.6,0.6,1.3,0.1,0.4,1.4,1.9,7.5
228,G. POZZECCOGIANMARCO POZZECCO,"FOR, AXM",53,11,18,6.7,1.4,2.6,54.3,0.5,1.7,33,2.3,2.7,83.9,0.3,1.2,1.5,4.2,1,2.8,0,0.2,2.7,2.6,7.6
229,A. CALOIAROANGELO CALOIARO,MTA,116,76,22,5.4,1.3,2.2,57.4,0.6,1.8,32.2,1.2,1.4,82.3,1.2,2.4,3.6,1.4,0.8,0.6,0.1,0.2,2.2,1.6,7.6
230,H. MARTINHASSAN MARTIN,"OLY, CZV",78,10,16,6.4,2.7,4,66,0,0,0,1.1,1.5,70,1.3,2.2,3.5,0.3,0.5,0.8,0.5,0.4,2.2,1.6,7.6
231,O. LAFAYETTEOLIVER LAFAYETTE,"PAR, EFS, PRO, ZAL, OLY, EA7",84,20,21,7.9,1.3,3.2,39,1.4,4.1,33.2,1.2,1.6,74.6,0.5,1.8,2.3,2.7,0.9,1.6,0,0.2,1.9,2.6,7.6
232,J. BROOKSJEFF BROOKS,"CTU, DSS, UNI, AXM",124,73,20,5.7,1.7,3.2,54.1,0.5,1.3,39.2,0.7,1,75,1.3,2.8,4.1,1,0.6,0.7,0.3,0.1,1.8,0.9,7.6
233,S. STONEROOKSHAUN STONEROOK,MPS,113,95,24,5.1,0.7,1.4,51.6,0.9,2.6,34,1,1.4,70.1,0.8,4.1,4.9,1.7,1.8,1.4,0.3,0.2,3.7,2,7.6
234,V. ILIEVSKIVLADO ILIEVSKI,"FCB, ROM, MPS, BKN, UOL, EFS, CED",163,96,24,8.2,1.6,3.3,48.3,1.1,3.2,35.5,1.6,2,80.1,0.3,1.3,1.6,2.2,1.2,1.4,0.1,0.3,2,2.3,7.6
235,T. HANSENTRAVIS HANSEN,"BKN, DYN, RMD, KHI",74,46,21,9.1,1.5,3.3,45,1.6,3.9,41.9,1.3,1.6,78.7,0.9,1.9,2.7,1,0.9,1.1,0.2,0.1,2.2,1.7,7.6
236,S. ERDENSEMIH ERDEN,"PAR, EFS, FBU, DDI",160,101,17,6.6,2.5,4.6,54.4,0,0,25,1.6,3,54.3,1.4,2.7,4.2,0.6,0.4,1.4,0.7,0.3,2.4,2.8,7.6
237,D. DAVIDOVACDEJAN DAVIDOVAC,CZV,109,31,19,6.2,1.4,2.4,56.4,0.8,2,38,1.2,1.6,76.3,0.7,2.1,2.8,1.1,0.8,0.8,0.2,0.1,1.9,1.9,7.6
238,C. SUAREZCARLOS SUAREZ,"EST, RMD, UNI",170,92,19,5.1,0.9,1.9,46.7,0.7,2.4,29.7,1.2,1.5,78.1,1.1,2.4,3.5,1.7,0.5,0.9,0.1,0.2,1.5,2.3,7.6
239,D. THOMPSONDEON THOMPSON,"UOL, ALB, BAY, CZV, GSO, ZAL",107,46,18,7.5,3.1,6.1,51,0,0.2,11.1,1.2,1.9,64.9,1.6,2.2,3.8,0.7,0.5,1,0.5,0.3,2,1.8,7.7
240,K. PREPELICKLEMEN PREPELIC,"UOL, RMB, VBC",90,22,17,8.3,0.9,1.8,51.9,1.4,4.1,34.8,2.2,2.4,88.6,0.2,0.9,1.1,2.6,0.4,1.3,0.1,0.2,1.9,2.5,7.7
241,M. BEGICMIRZA BEGIC,"LJU, ZAL, RMD, OLY, LBO",125,64,15,6.1,2.3,4.2,55.4,0,0,0,1.4,2.1,66.5,1.4,2.4,3.8,0.3,0.3,1,1.3,0.3,2.2,1.9,7.7
242,S. BARACSTANKO BARAC,"CLA, EFS, EA7",108,43,16,6.9,2.7,4.9,55,0.1,0.2,35,1.4,2,68.3,1.4,2.6,4,0.6,0.3,1.2,0.7,0.3,2.4,2,7.7
243,K. MITOGLOUKONSTANTINOS MITOGLOU,"AXM, PAO",106,39,15,6.6,2.2,3.8,57.6,0.4,1.3,27.5,1.1,1.5,70.6,1.7,2.3,4,0.7,0.6,0.8,0.2,0.3,1.7,1.4,7.7
244,B. NACHBARBOSTJAN NACHBAR,"TRE, EFS, UNK, BRO, FCB",147,40,18,8.7,2,4.1,49.3,0.9,2.5,37.7,1.8,2.3,78.8,0.4,2.3,2.7,0.9,0.5,1,0.2,0.2,2.4,2.5,7.7
245,M. ANDERSENMICHAEL ANDERSEN,"PER, PRO",57,22,18,7.4,3,5.2,58,0,0.1,25,1.4,2.3,58.3,1.5,2.5,4,0.5,0.6,1.4,0.3,0.2,2.7,2.4,7.7
246,V. SCEPANOVICVLADO SCEPANOVIC,"FOR, PAR, PAO, BRO",70,33,21,9.6,1.4,2.8,50.5,1.5,3.4,43,2.4,2.9,82.2,0.3,0.9,1.2,1.1,0.6,1.5,0,0.1,1.8,2.4,7.7
247,S. GIFFASACHA GIFFA,"ASV, SIG",47,26,21,7.4,1.6,3.6,43.3,0.8,1.8,43.5,1.9,2.2,85.6,1.3,2.5,3.8,1.2,0.6,1.6,0.4,0.2,2.6,2,7.7
248,M. LOMAODO LO,"BRO, BAY, BER, EA7",199,100,19,9,1.8,3.6,48.5,1.4,3.6,39.5,1.2,1.5,81.7,0.2,1.4,1.6,2.6,0.6,1.6,0.1,0.5,1.7,2,7.7
249,J. GOLEMACJURICA GOLEMAC,"LJU, EFS, CIB, PAO",72,33,20,8.2,2.4,4.5,53.4,0.6,1.7,34.4,1.6,2.4,67.1,1.2,2.5,3.7,1.7,0.7,2,0.3,0.3,3.1,2.6,7.7
250,L. DATOMELUIGI DATOME,"MPS, ROM, FNB, EA7",273,126,20,8.3,1.7,3.3,50.3,1.3,3,43.9,1.1,1.2,90.8,0.8,2.4,3.2,0.9,0.5,0.9,0.2,0.2,2.2,1.4,7.8
251,D. KECMANDUSAN KECMAN,"EFS, PAO, PAR",151,88,22,7.8,1.7,3,56.5,0.9,2.5,35.3,1.7,2.1,80.2,1.1,2.3,3.4,1.4,0.9,1.5,0.2,0.2,2.9,2.1,7.8
252,M. KUZMINSKASMINDAUGAS KUZMINSKAS,"ZAL, UNI, AXM, OLY, ZEN",186,79,16,7.7,2,3.8,53.7,0.7,2,35.7,1.5,1.8,79.9,1.3,1.6,2.8,0.7,0.5,0.9,0.2,0.4,1.3,1.9,7.8
253,K. PEROVICKOSTA PEROVIC,"PAR, FCB, UNI",124,63,17,6.5,2.4,4.8,49.7,0,0,0,1.7,2.5,68.7,1.4,2.3,3.7,0.6,0.7,1,0.7,0.2,2.5,2.6,7.8
254,R. LOPEZRAUL LOPEZ,"RMD, KHI, BIL",95,39,19,7,1.1,2.4,44.8,1.1,2.9,38.5,1.5,1.7,87.8,0.4,1.5,1.9,2.8,1.1,1.5,0,0.1,2,2,7.8
255,S. SCHORTSANITISSOFOKLIS SCHORTSANITIS,"OLY, PAN, MAC, CZT",197,105,14,8.4,3.1,5.2,59.3,0,0,0,2.2,3.7,58.3,1.1,1.7,2.8,0.8,0.6,1.9,0.4,0.5,2.7,3.7,7.8
256,N. DEDOVICNIHAD DEDOVIC,"FCB, ROM, ALB, BAY",157,115,21,8.5,2.3,4.5,51.1,0.8,2.7,31.7,1.4,1.7,80.2,0.6,2,2.5,2.1,0.9,1.6,0.1,0.3,2,2,7.8
257,E. BRYANTELIJAH BRYANT,"MTA, EFS",132,78,21,7.9,2,3.8,53.3,1,2.5,38.7,0.9,1.1,83.2,0.6,2.6,3.2,1.7,0.8,1.3,0.2,0.3,2.3,1.5,7.9
258,J. STRELNIEKSJANIS STRELNIEKS,"BUD, BRO, OLY, CSK, ZAL",180,55,20,7.9,1.4,2.7,53,1.2,3,41,1.3,1.5,89.1,0.2,1.4,1.6,2.3,0.6,1,0,0.1,1.8,1.5,7.9
259,F. VAZQUEZFRAN VAZQUEZ,"FCB, UNI",254,94,16,6.5,2.7,4.5,60.1,0,0,0,1,1.4,72.3,1.3,2.3,3.6,0.6,0.4,0.7,1,0.1,2.5,1.3,7.9
260,S. ERDOGANSERKAN ERDOGAN,"ULK, EFS, BKN",109,38,21,10.3,1.8,3.8,47,1.6,4.2,39.2,1.8,2.4,77,0.3,1.3,1.6,1.3,0.7,1.2,0,0.2,1.9,2.4,7.9
261,M. HAIRSTONMALIK HAIRSTON,"MPS, EAM, GSL",59,43,25,10.1,3.2,6.6,47.9,0.7,1.7,39.8,1.8,2.5,71.1,1.4,1.4,2.8,1.5,0.4,1.4,0.3,0.7,2.4,2.5,7.9
262,N. WEILER-BABBNICK WEILER-BABB,BAY,94,55,25,6.8,1.3,3.1,43.2,1,3.1,32.4,1.1,1.3,81.8,1,2.6,3.6,2.3,1,1.1,0.2,0.2,2.4,1.7,7.9
263,L. ANGULOLUCIO ANGULO,RMD,47,35,21,7.7,1.9,3.4,54.7,0.5,1.5,33.3,2.5,3,83.6,0.6,1.7,2.4,1.3,1.4,1.7,0.2,0.1,2.8,2.6,7.9
264,V. CLAVERVICTOR CLAVER,"LOK, FCB, VBC",194,126,20,6.1,1.4,2.4,55.6,0.8,2,38.6,1,1.2,81.4,0.9,2.7,3.6,1.2,0.8,0.9,0.3,0.1,1.8,1.5,7.9
265,N. CHATZISNIKOLAOS CHATZIS,"AEK, OLY",101,24,21,9.4,1.6,3.6,43.7,1.3,3.4,37.4,2.3,2.9,82,0.4,1.5,1.9,1.3,0.6,1,0,0.1,2,2.5,8
266,M. ROCCAMASON ROCCA,"NAP, MIL",60,20,19,7.3,2.7,5,54.7,0,0,0,1.9,3.2,57.9,2.2,2.7,4.9,0.3,0.8,1.1,0.1,0.5,3.3,3.2,8
267,D. THOMASDESHAUN THOMAS,"NAN, FCB, EFS, MTA, PAO, BAY, EA7",219,94,20,9.3,2.5,4.8,52.1,1.1,2.9,37,1.1,1.6,72.8,1,1.9,2.9,0.6,0.4,0.8,0.1,0.2,1.3,1.5,8
268,C. JACOBSENCASEY JACOBSEN,"BKN, BER, BRO",95,91,27,8.5,1.1,2.4,46.9,1.6,3.9,40.9,1.4,1.8,79.2,0.5,2,2.4,1.7,0.7,1.4,0.1,0.3,1.9,2.3,8
269,M. ERIKSSONMARCUS ERIKSSON,"FCB, HGC, BER",111,51,19,9.3,1.1,2.3,49.8,2,4.6,43.1,1,1.2,90.6,0.3,1.3,1.6,0.7,0.5,0.7,0.1,0.1,1.2,1.8,8.1
270,L. MITROVICLUKA MITROVIC,"BRO, CZV",142,78,18,6.6,2.4,4.2,57.7,0.1,0.7,20.8,1.3,1.9,67.4,1.4,2.5,3.9,1.6,0.5,1.3,0.2,0.3,1.9,1.9,8.1
271,D. VUKCEVICDUSAN VUKCEVIC,"RMD, MPS, OLY, ULK, MIL",113,45,21,9.7,1.8,3.5,50.6,1.5,3.9,37.9,1.7,2.1,79.7,0.2,1.6,1.8,1.4,1,1.4,0.2,0.2,1.7,1.9,8.1
272,J. TRIASJORDI TRIAS,FCB,100,38,15,5.2,2.1,3.3,63.6,0.1,0.3,27.6,0.8,1.4,58.5,1.4,2.4,3.8,1.1,0.5,0.9,0.5,0.2,1.2,1.3,8.1
273,M. BJELICAMILKO BJELICA,"LIE, LBO, EFS, DDI, CZV",194,82,20,8.6,2.4,4.8,50.8,0.6,2.1,30.5,1.8,2.4,75,1.1,2.2,3.3,1.1,0.4,1.1,0.2,0.4,2.3,2.7,8.1
274,R. JAVTOKASROBERTAS JAVTOKAS,"LIE, PAO, KHI, VBC, ZAL",172,121,20,6.7,2.7,4.8,56.7,0,0.2,19.4,1.1,2.2,48.7,1.8,2.8,4.6,0.7,0.4,1.3,0.8,0.2,2.4,2.2,8.1
275,M. TUSEKMARKO TUSEK,"PES, ROM, UNI, AVE",59,27,23,9.2,2.1,4.3,48.4,1.1,3.3,34.4,1.5,2.2,70.5,1.6,2.3,4,0.7,0.6,1.1,0.1,0.2,1.9,1.9,8.2
276,A. HERVELLEAXEL HERVELLE,"RMD, BIL",99,47,20,7.4,1.9,3.5,53.3,0.8,2.1,40.1,1.2,1.7,68,1.9,2.7,4.7,0.8,0.8,1.2,0.4,0.3,2.7,1.7,8.2
277,A. HANGAADAM HANGA,"LBO, FCB, RMB, CZV",256,169,20,6.9,1.8,3.4,52.5,0.7,2.4,31.4,1.1,1.6,69.6,0.7,2.6,3.3,2,0.9,1.1,0.5,0.2,2.2,2,8.3
278,N. LAPROVITTOLANICOLAS LAPROVITTOLA,"BKN, RMB, BAR",149,81,18,7.8,1.1,2.1,49.7,1.4,3.8,38.6,1.4,1.6,86.7,0.4,1.4,1.7,3.6,0.6,1.7,0,0.2,2.3,2.4,8.3
279,G. SHERMADINIGIORGI SHERMADINI,"UOL, PAO, CTU, MAC, OLY, UNI",103,28,13,6.5,2,3.6,56.7,0,0.1,0,2.4,3.1,77.8,1.3,2.1,3.4,0.4,0.3,1,0.6,0.4,2,2.9,8.3
280,J. PARGOJEREMY PARGO,"CSK, MTA",87,58,24,9.8,2.7,5.6,47.7,0.9,3.2,29.3,1.6,2.3,69.8,0.4,2,2.4,3.5,0.5,2.1,0.1,0.5,2.1,2.6,8.4
281,I. KUTLUAYIBRAHIM KUTLUAY,"AEK, PAO, ULK",121,83,27,11.7,1.8,3.7,47.4,1.9,5.1,36.8,2.5,3.4,74.9,0.4,1.9,2.2,1.2,0.9,1.8,0,0.3,2.5,3.1,8.4
282,N. JAWAINATE JAWAI,"PAR, UNK, FCB, GSL",69,23,16,7.4,2.8,4.7,58.6,0,0,0,1.9,2.6,71.8,1.5,2.9,4.4,0.5,0.4,1.7,0.6,0.4,2.3,2.3,8.4
283,L. ZORICLUKA ZORIC,"LJU, CIB, UNI, FBU, CED",109,45,17,8.3,3.3,6.1,53.7,0,0,0,1.7,2.3,74.2,1.4,2.4,3.8,0.5,0.3,1.3,0.6,0.4,2.6,2.7,8.4
284,D. SALENGADAINIUS SALENGA,"ZAL, BUD",136,91,25,8.6,2.1,4,53.5,1,3.1,31.9,1.3,1.8,74,0.8,1.7,2.5,1.7,1,1.2,0.2,0.3,1.7,2,8.4
285,N. HAYES-DAVISNIGEL HAYES-DAVIS,"ZAL, BAR, FBB",138,96,24,7.6,1.6,3.4,48.3,1,2.7,38.3,1.3,1.6,79.2,1.1,2.3,3.5,1.1,0.8,0.7,0.2,0.3,1.9,1.9,8.5
286,M. NIELSENMATT NIELSEN,"LIE, OLY, KHI",61,37,19,7.4,2.3,4.4,50.9,0.3,1.1,26.1,2,2.7,72.9,1,2.8,3.7,1.4,0.7,1.5,0.3,0.1,2.4,2.6,8.5
287,C. JIMENEZCARLOS JIMENEZ,"EST, UNI",118,92,21,6,1.1,2.2,49,0.8,1.9,39.2,1.6,2.1,76.9,1,3.7,4.7,1.2,1.1,1.3,0.3,0.2,2.7,2.2,8.5
288,D. BAGARICDALIBOR BAGARIC,"OLY, FOR, CIB",68,50,17,6.5,2.6,4.5,57.6,0,0.1,25,1.4,2.2,60.5,1.2,3.3,4.5,0.7,0.9,1.6,0.8,0.2,2.5,2.2,8.5
289,S. RIMACSLAVEN RIMAC,"CIB, AEK, BAY",49,40,23,10.9,2.6,5.5,46.7,1.3,3,43.4,1.9,2.3,81.7,0.5,1.8,2.2,1.5,0.6,1.8,0.1,0.2,2.1,2.4,8.5
290,A. MUHAMMEDALI MUHAMMED,"ASV, FNB",166,89,19,8.9,1.3,2.5,49.6,1.8,4.5,41.2,0.9,1,87.3,0.4,1.7,2.1,2.4,0.7,1.4,0,0.2,1.8,1.8,8.5
291,A. WHITEAARON WHITE,"ZAL, AXM, PAO, CZV",136,54,21,7.2,1.9,3.4,56.4,0.6,1.6,34.6,1.6,2.1,78.9,1.1,2.7,3.8,0.9,0.5,0.8,0.2,0.3,1.8,2,8.6
292,J. SMITHJALEEN SMITH,"BER, VIR",65,44,22,9.8,1.6,3.6,44,1.8,5.1,34.8,1.2,1.4,87.1,0.6,1.8,2.4,2.4,0.8,1.5,0.1,0.3,1.8,2.1,8.6
293,E. PRELDZICEMIR PRELDZIC,"FBU, DDI, GSO",190,60,21,6.7,1.6,3.3,48.8,0.7,2.3,30.3,1.4,2.1,68.9,0.7,2.3,3.1,2.9,0.7,1.4,0.1,0.2,1.8,2.4,8.6
294,M. ZIRBESMAIK ZIRBES,"BRO, MTA, CZV",110,60,17,8.1,3.2,5.4,59.4,0,0,0,1.7,2.3,71.1,1.9,2.4,4.3,0.5,0.6,1.4,0.4,0.5,2.5,2.1,8.6
295,D. MIDDLETONDARRYL MIDDLETON,"PAO, CSK",66,49,22,8.5,3.2,5.2,61.5,0,0,0,2.2,3.1,70,1.5,1.7,3.1,0.6,0.9,1.5,0.1,0.2,3.2,3.2,8.6
296,M. BANICMARKO BANIC,"ZAD, BIL, ALB, UNK",67,24,19,8.6,3.6,5.6,63.3,0,0.1,20,1.5,1.8,82.5,1.1,1.6,2.8,0.6,0.3,1.1,0.2,0.3,1.9,1.9,8.6
297,K. GONLUMKEREM GONLUM,"ULK, EFS, GSL, KSK",242,83,19,6.3,2.4,4.2,58.2,0,0.2,21.4,1.3,2.1,63,1.7,3.2,4.9,0.6,0.6,1.1,0.2,0.3,2.1,2.1,8.6
298,E. GREENERICK GREEN,"MPS, OLY, VBC, FNB",102,48,19,10.1,2.3,4.8,48.5,1.2,3,40.1,1.8,2.1,86.7,0.2,1.3,1.5,1.1,0.6,0.7,0.1,0.2,1.3,2,8.6
299,J. GISTJAMES GIST,"PAR, FBU, UNI, PAO, CZV, BAY, ASV",297,195,23,8.4,2.7,5,53.7,0.5,1.6,31.7,1.5,2.3,64.8,1.5,2.6,4.1,1,0.8,1.4,0.6,0.4,2.5,2.2,8.6
300,S. MCKISSICSHAQUIELLE MCKISSIC,OLY,115,22,19,8.9,2.2,3.7,58.7,0.9,2.8,31.3,1.9,2.7,70.2,0.4,1.4,1.8,1.7,1.1,1,0.1,0.2,1.6,2.2,8.6
301,K. PAPANIKOLAOUKOSTAS PAPANIKOLAOU,"FCB, OLY",321,278,22,7.2,1.4,2.5,55.8,1.1,2.9,37.6,1.1,1.5,73.1,0.9,2.9,3.7,1.6,0.8,1.2,0.3,0.2,1.9,1.6,8.6
302,T. MASIULISTOMAS MASIULIS,"PRO, ZAL, FCB",85,74,22,5.8,2,3.4,58.2,0.3,1.1,30.8,0.8,1.8,47.3,1.7,3.2,4.9,1.4,1,1.5,0.5,0.1,2.4,2.1,8.6
303,P. LEEPARIS LEE,"ASM, PAO, ASV",70,27,23,9.1,1.4,3.1,45,1.5,4.4,34.2,1.7,2.1,82.9,0.2,1.5,1.7,3.2,1.3,1.5,0,0.2,2.3,2.5,8.7
304,S. JOVICSTEFAN JOVIC,"CZV, BAY, KHI, PAO, VBC",128,83,21,6.5,1.7,3.5,49.4,0.8,2,38.6,0.7,1.1,68.3,0.4,1.9,2.3,4.5,1.2,1.7,0.1,0.2,2.3,1.6,8.7
305,A. ZIZICANDRIJA ZIZIC,"FCB, CIB, OLY, PAO, MAC",107,67,19,9,3.3,6.1,54.5,0,0.1,37.5,2.2,3,73.3,1.7,2.7,4.3,0.6,0.4,1.4,0.1,0.5,3,2.9,8.7
306,D. BARTHELDANILO BARTHEL,"BAY, FNB",94,71,22,7.2,2,3.6,56.9,0.6,1.6,36.4,1.4,1.8,78.2,0.9,2.6,3.5,1.5,0.4,1.2,0.2,0.4,1.9,2.5,8.7
307,M. HEZONJAMARIO HEZONJA,"FCB, PAO, UNK, RMB",111,44,19,9.8,1.9,3.7,51.8,1.5,3.9,39,1.4,1.7,77.8,0.3,2.8,3.1,1.1,0.8,1.4,0.2,0.2,2,1.9,8.7
308,N. KALINICNIKOLA KALINIC,"FNB, VBC, CZV, BAR",271,168,24,8.2,2.2,4.1,53.9,0.7,2.2,33.5,1.5,2,75,0.8,2.4,3.2,2,0.7,1.6,0.2,0.3,2.2,2.4,8.8
309,M. HUERTASMARCELINHO HUERTAS,"CJB, FCB, KBA",228,127,20,7.7,2,4,49.8,0.8,2.3,37.1,1.2,1.4,87.7,0.4,1.5,1.9,3.9,0.6,1.9,0,0.3,1.6,2,8.8
310,R. DUENASROBERTO DUENAS,"FCB, CJB",84,44,18,7.2,3,5.3,55.7,0,0,0,1.3,2.1,61.9,2.3,3.2,5.6,0.5,0.5,1.7,0.5,0.2,2.5,2,8.8
311,A. POYTHRESSALEX POYTHRESS,"ZEN, MTA, EA7",72,25,19,8.1,3.3,5.4,61.7,0,0.3,14.3,1.3,1.9,68.8,1.6,2.5,4.1,0.7,0.6,1.2,0.6,0.4,2.7,1.8,8.8
312,M. TOBEYMIKE TOBEY,"VBC, BAR, CZV",86,23,16,7.8,2.4,3.7,66.3,0.7,1.9,37.4,0.8,1,78.7,1.4,2.6,4.1,0.6,0.3,0.7,0.3,0.2,2,1.1,8.8
313,J. BROWNJOHN BROWN,"UNK, ASM",67,60,25,7.3,3,6,50.2,0.1,0.3,21.7,1,1.6,63.3,2,1.9,3.9,1,1.8,0.8,0.2,0.2,2.6,2.1,8.8
314,T. RANNIKKOTEEMU RANNIKKO,"PES, UOL",55,31,24,8.6,0.9,1.8,49.5,1.5,4.3,34.5,2.4,2.9,83.6,0.3,1.2,1.4,2.3,1,1.3,0,0.1,2.5,3.5,8.8
315,B. LAMMERSBEN LAMMERS,BER,81,53,18,7.8,3.2,5.8,54.7,0.2,0.8,30.6,0.8,0.9,86.3,1.1,2.2,3.4,0.8,0.7,0.6,1,0.2,1.6,0.8,8.8
